Avg.Latency,Avg.Packetloss,misc_fact1,misc_fact2,misc_fact3,misc_fact4,misc_fact5,sw_fact1,sw_fact2,sw_fact3,sw_fact4,Domain Regn. date,Domain Existance date,Orgn.Regn.date,Avg.Throughput,hw_fact1,hw_fact2,hw_fact3,Sum_Desc
487,2.70930084961229,InCompatiable,UnAuthorizedAccess,OverSubscription,GoodDesign,NotProneToHackers,OwnProtocol,IneffectiveProtocol,DefinedFileLimits,ImProperFirewalls,2013-02-24,2014-10-20,2012-02-23,89.6161435686783,HardwareIncompatiability,GoodRouter,ManyDevices,AnomMostLikely
332,1.83539475810149,InCompatiable,UnAuthorizedAccess,ReasonableSubscription,PoorDesign,NotProneToHackers,CommonProtocol,EffectiveProtocol,UnDefinedFileLimits,ImProperFirewalls,2016-08-21,2016-08-25,2016-01-22,92.4569543194247,Hardwarecompatiability,GoodRouter,ReasonableDevices,AnomLikely
292,0.301486164160922,InCompatiable,UnAuthorizedAccess,OverSubscription,GoodDesign,NotProneToHackers,OwnProtocol,IneffectiveProtocol,DefinedFileLimits,ProperFirewalls,2011-10-18,2012-02-24,2010-10-11,23.5812816375704,Hardwarecompatiability,GoodRouter,ManyDevices,AnomLikely
244,1.03389079271244,Compatiable,AuthorizedAccess,OverSubscription,PoorDesign,NotProneToHackers,CommonProtocol,IneffectiveProtocol,DefinedFileLimits,ProperFirewalls,2011-10-10,2012-01-31,2010-12-23,81.7363156095577,HardwareIncompatiability,GoodRouter,ReasonableDevices,AnomLikely
334,1.10763011555861,Compatiable,AuthorizedAccess,ReasonableSubscription,PoorDesign,NotProneToHackers,CommonProtocol,EffectiveProtocol,UnDefinedFileLimits,ImProperFirewalls,2004-03-24,2006-01-11,2004-02-25,60.6260565368536,HardwareIncompatiability,GoodRouter,ManyDevices,AnomLikely
196,1.53082269822058,InCompatiable,AuthorizedAccess,ReasonableSubscription,GoodDesign,NotProneToHackers,CommonProtocol,EffectiveProtocol,UnDefinedFileLimits,ProperFirewalls,2019-01-06,2019-12-12,2017-10-22,109.002533148667,Hardwarecompatiability,OutdatedRouter,ManyDevices,AnomLikely
127,1.90992384742036,InCompatiable,UnAuthorizedAccess,ReasonableSubscription,PoorDesign,NotProneToHackers,CommonProtocol,EffectiveProtocol,UnDefinedFileLimits,ProperFirewalls,2007-07-11,2008-05-31,2006-05-04,72.0749427931046,Hardwarecompatiability,GoodRouter,ManyDevices,AnomLikely
432,1.9899465400055,InCompatiable,UnAuthorizedAccess,OverSubscription,GoodDesign,NotProneToHackers,OwnProtocol,IneffectiveProtocol,DefinedFileLimits,ProperFirewalls,2012-01-26,2012-10-20,2011-01-13,65.7684979698711,Hardwarecompatiability,GoodRouter,ManyDevices,AnomLikely
285,0.234096382504212,Compatiable,UnAuthorizedAccess,OverSubscription,GoodDesign,NotProneToHackers,CommonProtocol,EffectiveProtocol,UnDefinedFileLimits,ProperFirewalls,2003-03-12,2003-11-03,2002-09-16,118.499238128569,HardwareIncompatiability,OutdatedRouter,ReasonableDevices,AnomLikely
363,1.74062991819298,InCompatiable,AuthorizedAccess,ReasonableSubscription,GoodDesign,NotProneToHackers,CommonProtocol,EffectiveProtocol,DefinedFileLimits,ImProperFirewalls,2017-12-06,2017-12-21,2016-01-14,166.527192379312,Hardwarecompatiability,OutdatedRouter,ReasonableDevices,NoAnomaly
621,1.57353551026834,InCompatiable,UnAuthorizedAccess,OverSubscription,GoodDesign,ProneToHackers,CommonProtocol,IneffectiveProtocol,DefinedFileLimits,ProperFirewalls,2015-06-27,2016-08-14,2013-11-13,135.564545633022,Hardwarecompatiability,GoodRouter,ManyDevices,AnomLikely
677,1.24655619173155,InCompatiable,AuthorizedAccess,ReasonableSubscription,GoodDesign,NotProneToHackers,CommonProtocol,IneffectiveProtocol,DefinedFileLimits,ImProperFirewalls,2014-03-16,2015-01-17,2012-09-23,94.6343853475202,Hardwarecompatiability,OutdatedRouter,ReasonableDevices,AnomLikely
593,0.172615129878192,Compatiable,UnAuthorizedAccess,OverSubscription,GoodDesign,ProneToHackers,CommonProtocol,EffectiveProtocol,DefinedFileLimits,ProperFirewalls,2006-07-30,2007-09-13,2006-05-17,99.2700907250777,Hardwarecompatiability,OutdatedRouter,ReasonableDevices,AnomLikely
745,1.42346329423112,Compatiable,UnAuthorizedAccess,OverSubscription,GoodDesign,NotProneToHackers,OwnProtocol,EffectiveProtocol,UnDefinedFileLimits,ProperFirewalls,2007-07-06,2007-10-24,2005-11-22,62.7751669102946,HardwareIncompatiability,OutdatedRouter,ReasonableDevices,AnomLikely
420,0.915272478061905,InCompatiable,UnAuthorizedAccess,ReasonableSubscription,GoodDesign,NotProneToHackers,CommonProtocol,IneffectiveProtocol,DefinedFileLimits,ProperFirewalls,2014-02-28,2014-09-20,2013-06-01,55.1736592103748,Hardwarecompatiability,GoodRouter,ReasonableDevices,NoAnomaly
47,2.6523291340852,InCompatiable,UnAuthorizedAccess,OverSubscription,GoodDesign,ProneToHackers,OwnProtocol,EffectiveProtocol,DefinedFileLimits,ImProperFirewalls,2017-04-26,2018-05-02,2015-10-31,27.9332919191071,HardwareIncompatiability,OutdatedRouter,ReasonableDevices,AnomMostLikely
149,1.91829782943952,Compatiable,AuthorizedAccess,ReasonableSubscription,PoorDesign,ProneToHackers,OwnProtocol,EffectiveProtocol,UnDefinedFileLimits,ProperFirewalls,2000-01-25,2001-08-06,1999-08-07,39.2460945686675,Hardwarecompatiability,GoodRouter,ReasonableDevices,AnomLikely
34,2.3551100371448,InCompatiable,AuthorizedAccess,OverSubscription,GoodDesign,ProneToHackers,OwnProtocol,IneffectiveProtocol,UnDefinedFileLimits,ImProperFirewalls,2006-08-18,2006-10-23,2006-06-10,66.6725289450496,HardwareIncompatiability,GoodRouter,ManyDevices,AnomMostLikely
551,1.09254493902103,Compatiable,AuthorizedAccess,OverSubscription,PoorDesign,NotProneToHackers,CommonProtocol,EffectiveProtocol,UnDefinedFileLimits,ImProperFirewalls,2004-10-15,2005-02-04,2003-11-28,127.924614438844,Hardwarecompatiability,GoodRouter,ReasonableDevices,AnomLikely
400,2.58204620491093,InCompatiable,AuthorizedAccess,ReasonableSubscription,PoorDesign,ProneToHackers,CommonProtocol,IneffectiveProtocol,UnDefinedFileLimits,ImProperFirewalls,2013-04-01,2013-08-11,2012-07-17,78.1292666494649,HardwareIncompatiability,OutdatedRouter,ManyDevices,AnomMostLikely
481,1.12530597447155,Compatiable,AuthorizedAccess,ReasonableSubscription,PoorDesign,ProneToHackers,OwnProtocol,EffectiveProtocol,UnDefinedFileLimits,ImProperFirewalls,2005-01-18,2006-12-18,2003-12-01,74.1750538664209,Hardwarecompatiability,GoodRouter,ReasonableDevices,AnomLikely
458,0.12579062549899,InCompatiable,AuthorizedAccess,ReasonableSubscription,GoodDesign,ProneToHackers,OwnProtocol,EffectiveProtocol,DefinedFileLimits,ProperFirewalls,2014-10-14,2016-07-29,2013-01-19,51.8943293298471,Hardwarecompatiability,OutdatedRouter,ManyDevices,AnomLikely
286,1.52848471418366,Compatiable,UnAuthorizedAccess,ReasonableSubscription,PoorDesign,NotProneToHackers,CommonProtocol,IneffectiveProtocol,DefinedFileLimits,ImProperFirewalls,1998-09-20,2000-08-18,1998-01-06,155.579943500001,Hardwarecompatiability,GoodRouter,ReasonableDevices,AnomLikely
309,0.05947948414261,InCompatiable,AuthorizedAccess,OverSubscription,PoorDesign,NotProneToHackers,CommonProtocol,EffectiveProtocol,UnDefinedFileLimits,ProperFirewalls,1999-06-24,2000-04-10,1999-03-13,52.5745751266865,HardwareIncompatiability,GoodRouter,ReasonableDevices,AnomLikely
778,1.94908244198046,Compatiable,UnAuthorizedAccess,ReasonableSubscription,PoorDesign,ProneToHackers,OwnProtocol,EffectiveProtocol,UnDefinedFileLimits,ProperFirewalls,2015-10-15,2016-07-04,2014-08-04,166.866042223213,Hardwarecompatiability,GoodRouter,ManyDevices,AnomLikely
239,1.61868246843209,Compatiable,UnAuthorizedAccess,ReasonableSubscription,PoorDesign,NotProneToHackers,OwnProtocol,EffectiveProtocol,DefinedFileLimits,ImProperFirewalls,2009-02-19,2010-03-23,2007-08-23,113.025945396992,Hardwarecompatiability,GoodRouter,ManyDevices,AnomLikely
67,0.510207719901103,InCompatiable,UnAuthorizedAccess,OverSubscription,GoodDesign,NotProneToHackers,CommonProtocol,EffectiveProtocol,UnDefinedFileLimits,ImProperFirewalls,2012-06-11,2013-09-02,2011-09-08,23.2448854708404,Hardwarecompatiability,OutdatedRouter,ManyDevices,AnomLikely
411,0.837599399705687,InCompatiable,AuthorizedAccess,ReasonableSubscription,GoodDesign,ProneToHackers,CommonProtocol,IneffectiveProtocol,DefinedFileLimits,ProperFirewalls,2000-05-29,2001-03-20,1999-01-25,101.177794786854,Hardwarecompatiability,OutdatedRouter,ReasonableDevices,AnomLikely
785,0.870007879455939,Compatiable,AuthorizedAccess,OverSubscription,GoodDesign,NotProneToHackers,OwnProtocol,IneffectiveProtocol,DefinedFileLimits,ImProperFirewalls,1999-02-16,1999-10-23,1998-08-21,61.7955359116343,HardwareIncompatiability,OutdatedRouter,ReasonableDevices,AnomLikely
34,2.04419229637092,InCompatiable,UnAuthorizedAccess,OverSubscription,PoorDesign,NotProneToHackers,OwnProtocol,EffectiveProtocol,UnDefinedFileLimits,ImProperFirewalls,2003-01-14,2004-05-11,2002-05-30,101.958010934671,Hardwarecompatiability,GoodRouter,ManyDevices,AnomMostLikely
688,2.98662978831219,Compatiable,UnAuthorizedAccess,OverSubscription,PoorDesign,NotProneToHackers,CommonProtocol,EffectiveProtocol,DefinedFileLimits,ImProperFirewalls,2012-09-12,2013-07-28,2010-12-27,47.1667865647258,HardwareIncompatiability,GoodRouter,ReasonableDevices,AnomLikely
694,2.33820189413661,InCompatiable,UnAuthorizedAccess,OverSubscription,GoodDesign,NotProneToHackers,OwnProtocol,IneffectiveProtocol,DefinedFileLimits,ProperFirewalls,2003-04-01,2004-04-21,2002-12-27,100.135212692618,Hardwarecompatiability,OutdatedRouter,ManyDevices,AnomLikely
203,1.09000156870991,Compatiable,UnAuthorizedAccess,OverSubscription,PoorDesign,NotProneToHackers,OwnProtocol,EffectiveProtocol,UnDefinedFileLimits,ProperFirewalls,2017-05-21,2017-10-06,2017-03-14,20.3495076654696,HardwareIncompatiability,GoodRouter,ManyDevices,AnomLikely
633,2.36684194575023,Compatiable,AuthorizedAccess,OverSubscription,GoodDesign,ProneToHackers,OwnProtocol,IneffectiveProtocol,UnDefinedFileLimits,ImProperFirewalls,1998-12-10,2000-02-13,1998-12-05,74.8009924696516,HardwareIncompatiability,GoodRouter,ManyDevices,AnomMostLikely
86,2.32296040705531,Compatiable,AuthorizedAccess,ReasonableSubscription,PoorDesign,ProneToHackers,OwnProtocol,IneffectiveProtocol,DefinedFileLimits,ImProperFirewalls,2009-08-05,2009-12-19,2009-05-06,176.942027893136,Hardwarecompatiability,OutdatedRouter,ManyDevices,AnomLikely
704,1.99588657796828,InCompatiable,AuthorizedAccess,ReasonableSubscription,GoodDesign,NotProneToHackers,CommonProtocol,EffectiveProtocol,UnDefinedFileLimits,ProperFirewalls,2005-02-07,2006-12-14,2004-10-28,49.7226955272149,HardwareIncompatiability,OutdatedRouter,ManyDevices,AnomLikely
427,1.50648849533885,InCompatiable,AuthorizedAccess,ReasonableSubscription,PoorDesign,NotProneToHackers,OwnProtocol,IneffectiveProtocol,DefinedFileLimits,ProperFirewalls,2016-11-22,2018-08-24,2015-09-12,62.0801254962433,HardwareIncompatiability,GoodRouter,ReasonableDevices,AnomLikely
237,1.16191357729046,Compatiable,UnAuthorizedAccess,OverSubscription,PoorDesign,ProneToHackers,OwnProtocol,EffectiveProtocol,UnDefinedFileLimits,ImProperFirewalls,2017-07-20,2017-10-23,2016-07-24,110.32104457817,Hardwarecompatiability,OutdatedRouter,ReasonableDevices,AnomMostLikely
261,0.313833296995177,InCompatiable,AuthorizedAccess,ReasonableSubscription,PoorDesign,ProneToHackers,CommonProtocol,EffectiveProtocol,UnDefinedFileLimits,ProperFirewalls,2016-08-17,2017-03-03,2016-01-21,108.251067820285,Hardwarecompatiability,OutdatedRouter,ManyDevices,AnomLikely
731,2.46908767861705,Compatiable,UnAuthorizedAccess,ReasonableSubscription,PoorDesign,ProneToHackers,CommonProtocol,IneffectiveProtocol,UnDefinedFileLimits,ImProperFirewalls,1999-05-21,1999-06-06,1998-10-25,55.2377800732936,HardwareIncompatiability,OutdatedRouter,ManyDevices,AnomMostLikely
456,0.064939671317554,InCompatiable,UnAuthorizedAccess,OverSubscription,PoorDesign,NotProneToHackers,CommonProtocol,IneffectiveProtocol,UnDefinedFileLimits,ProperFirewalls,2014-02-24,2014-09-03,2013-07-02,136.885447466479,HardwareIncompatiability,GoodRouter,ManyDevices,AnomMostLikely
622,0.224309644360911,InCompatiable,AuthorizedAccess,OverSubscription,GoodDesign,ProneToHackers,CommonProtocol,IneffectiveProtocol,DefinedFileLimits,ImProperFirewalls,2012-05-24,2012-06-14,2012-04-13,143.335887135409,Hardwarecompatiability,GoodRouter,ManyDevices,AnomLikely
581,2.89616103273314,Compatiable,AuthorizedAccess,ReasonableSubscription,GoodDesign,ProneToHackers,OwnProtocol,EffectiveProtocol,DefinedFileLimits,ImProperFirewalls,2009-01-29,2010-04-20,2007-12-13,40.4271375451494,Hardwarecompatiability,GoodRouter,ReasonableDevices,NoAnomaly
724,0.258779587219918,InCompatiable,UnAuthorizedAccess,ReasonableSubscription,GoodDesign,NotProneToHackers,OwnProtocol,EffectiveProtocol,UnDefinedFileLimits,ProperFirewalls,2006-01-03,2006-12-17,2005-07-11,113.954948877118,Hardwarecompatiability,GoodRouter,ManyDevices,AnomLikely
188,1.39685146940725,Compatiable,UnAuthorizedAccess,ReasonableSubscription,GoodDesign,NotProneToHackers,CommonProtocol,IneffectiveProtocol,DefinedFileLimits,ImProperFirewalls,2013-04-15,2013-05-18,2011-06-18,118.605098698466,HardwareIncompatiability,GoodRouter,ManyDevices,AnomLikely
666,0.336205676471871,Compatiable,UnAuthorizedAccess,ReasonableSubscription,PoorDesign,ProneToHackers,OwnProtocol,EffectiveProtocol,UnDefinedFileLimits,ProperFirewalls,2012-04-08,2012-12-27,2010-09-08,102.684592954518,Hardwarecompatiability,OutdatedRouter,ReasonableDevices,AnomLikely
289,2.55502069721997,Compatiable,AuthorizedAccess,OverSubscription,PoorDesign,ProneToHackers,OwnProtocol,IneffectiveProtocol,DefinedFileLimits,ProperFirewalls,2000-10-12,2001-11-14,1999-10-22,116.908037726057,Hardwarecompatiability,OutdatedRouter,ReasonableDevices,AnomLikely
387,1.38031133266747,InCompatiable,AuthorizedAccess,ReasonableSubscription,PoorDesign,ProneToHackers,CommonProtocol,IneffectiveProtocol,DefinedFileLimits,ProperFirewalls,2003-02-16,2005-01-10,2001-06-23,77.9123969122364,HardwareIncompatiability,OutdatedRouter,ManyDevices,AnomLikely
84,0.148897755278453,InCompatiable,AuthorizedAccess,OverSubscription,GoodDesign,NotProneToHackers,CommonProtocol,IneffectiveProtocol,DefinedFileLimits,ProperFirewalls,2001-07-14,2001-12-04,1999-08-27,114.769770302833,Hardwarecompatiability,OutdatedRouter,ManyDevices,AnomLikely
49,2.11779001379495,InCompatiable,UnAuthorizedAccess,OverSubscription,PoorDesign,ProneToHackers,OwnProtocol,EffectiveProtocol,UnDefinedFileLimits,ImProperFirewalls,2007-03-04,2008-04-17,2006-11-01,25.9501883571876,HardwareIncompatiability,GoodRouter,ReasonableDevices,AnomMostLikely
688,2.5244629182414,Compatiable,AuthorizedAccess,ReasonableSubscription,PoorDesign,NotProneToHackers,CommonProtocol,IneffectiveProtocol,UnDefinedFileLimits,ImProperFirewalls,2010-03-08,2011-08-13,2008-08-04,27.2353162731553,HardwareIncompatiability,GoodRouter,ReasonableDevices,AnomLikely
371,2.06476276589321,InCompatiable,UnAuthorizedAccess,OverSubscription,GoodDesign,NotProneToHackers,OwnProtocol,IneffectiveProtocol,UnDefinedFileLimits,ProperFirewalls,2007-08-08,2009-02-11,2006-04-20,81.3914061232603,Hardwarecompatiability,GoodRouter,ManyDevices,AnomLikely
428,1.11143577352429,InCompatiable,UnAuthorizedAccess,ReasonableSubscription,PoorDesign,NotProneToHackers,OwnProtocol,EffectiveProtocol,UnDefinedFileLimits,ImProperFirewalls,2000-08-25,2001-07-03,1999-04-12,74.648050256767,Hardwarecompatiability,GoodRouter,ReasonableDevices,AnomLikely
307,2.01916159861884,Compatiable,AuthorizedAccess,OverSubscription,PoorDesign,NotProneToHackers,OwnProtocol,IneffectiveProtocol,UnDefinedFileLimits,ProperFirewalls,2000-12-20,2001-09-26,2000-08-19,107.391335191499,HardwareIncompatiability,GoodRouter,ReasonableDevices,AnomLikely
569,1.05401943868661,Compatiable,AuthorizedAccess,OverSubscription,PoorDesign,NotProneToHackers,OwnProtocol,EffectiveProtocol,UnDefinedFileLimits,ImProperFirewalls,2016-12-11,2018-01-01,2016-06-16,114.071852040922,Hardwarecompatiability,GoodRouter,ReasonableDevices,AnomLikely
37,1.204067660773,Compatiable,UnAuthorizedAccess,OverSubscription,PoorDesign,ProneToHackers,CommonProtocol,IneffectiveProtocol,DefinedFileLimits,ImProperFirewalls,2009-01-27,2009-03-11,2007-03-17,74.6954664308629,Hardwarecompatiability,GoodRouter,ManyDevices,AnomLikely
287,0.332534812112514,Compatiable,AuthorizedAccess,OverSubscription,GoodDesign,NotProneToHackers,CommonProtocol,EffectiveProtocol,DefinedFileLimits,ImProperFirewalls,2013-06-04,2013-09-27,2011-09-03,76.0345241651163,HardwareIncompatiability,OutdatedRouter,ReasonableDevices,AnomLikely
113,0.157779864806782,InCompatiable,AuthorizedAccess,OverSubscription,GoodDesign,ProneToHackers,OwnProtocol,IneffectiveProtocol,UnDefinedFileLimits,ProperFirewalls,2000-07-26,2002-05-06,1999-08-29,172.766792163356,Hardwarecompatiability,OutdatedRouter,ManyDevices,AnomMostLikely
458,0.840129091283708,InCompatiable,UnAuthorizedAccess,OverSubscription,PoorDesign,NotProneToHackers,OwnProtocol,IneffectiveProtocol,UnDefinedFileLimits,ProperFirewalls,2014-10-16,2015-04-21,2014-01-26,96.6131215101494,HardwareIncompatiability,GoodRouter,ManyDevices,AnomMostLikely
29,0.139669927417136,Compatiable,AuthorizedAccess,OverSubscription,GoodDesign,NotProneToHackers,OwnProtocol,IneffectiveProtocol,DefinedFileLimits,ImProperFirewalls,2005-03-05,2005-12-19,2003-07-12,121.767626056846,Hardwarecompatiability,GoodRouter,ReasonableDevices,AnomLikely
354,1.10370452751402,InCompatiable,UnAuthorizedAccess,OverSubscription,PoorDesign,ProneToHackers,CommonProtocol,IneffectiveProtocol,DefinedFileLimits,ImProperFirewalls,2017-05-11,2018-02-18,2015-07-25,32.9869233382062,HardwareIncompatiability,GoodRouter,ManyDevices,AnomMostLikely
103,0.634547715731204,Compatiable,UnAuthorizedAccess,OverSubscription,GoodDesign,NotProneToHackers,OwnProtocol,IneffectiveProtocol,UnDefinedFileLimits,ImProperFirewalls,2011-10-06,2012-10-10,2009-11-09,53.484425306788,Hardwarecompatiability,OutdatedRouter,ReasonableDevices,AnomLikely
274,0.978220616249628,Compatiable,UnAuthorizedAccess,ReasonableSubscription,PoorDesign,ProneToHackers,CommonProtocol,EffectiveProtocol,UnDefinedFileLimits,ImProperFirewalls,2002-07-21,2003-11-20,2002-04-16,44.9344874458315,Hardwarecompatiability,GoodRouter,ManyDevices,AnomLikely
367,2.63155596074517,InCompatiable,AuthorizedAccess,ReasonableSubscription,GoodDesign,ProneToHackers,CommonProtocol,EffectiveProtocol,UnDefinedFileLimits,ImProperFirewalls,2003-04-29,2003-12-07,2003-04-14,163.637377419356,Hardwarecompatiability,OutdatedRouter,ReasonableDevices,AnomLikely
639,2.29158829405168,InCompatiable,UnAuthorizedAccess,OverSubscription,PoorDesign,ProneToHackers,OwnProtocol,EffectiveProtocol,UnDefinedFileLimits,ProperFirewalls,2005-04-25,2005-09-26,2004-10-22,82.8875921652007,HardwareIncompatiability,OutdatedRouter,ReasonableDevices,AnomMostLikely
75,0.74303802915881,Compatiable,AuthorizedAccess,OverSubscription,GoodDesign,NotProneToHackers,CommonProtocol,IneffectiveProtocol,DefinedFileLimits,ImProperFirewalls,2009-10-04,2009-12-24,2008-08-03,100.851844589721,Hardwarecompatiability,GoodRouter,ManyDevices,AnomLikely
43,0.693041847433731,InCompatiable,UnAuthorizedAccess,ReasonableSubscription,PoorDesign,ProneToHackers,CommonProtocol,EffectiveProtocol,DefinedFileLimits,ImProperFirewalls,2000-02-12,2001-12-12,1999-01-27,111.919307337461,Hardwarecompatiability,OutdatedRouter,ReasonableDevices,AnomLikely
596,0.306969488933194,InCompatiable,UnAuthorizedAccess,OverSubscription,PoorDesign,NotProneToHackers,CommonProtocol,IneffectiveProtocol,UnDefinedFileLimits,ImProperFirewalls,2009-03-16,2010-07-06,2008-04-06,78.4310274803633,Hardwarecompatiability,GoodRouter,ManyDevices,AnomMostLikely
280,2.48187811999781,InCompatiable,UnAuthorizedAccess,OverSubscription,PoorDesign,ProneToHackers,OwnProtocol,EffectiveProtocol,UnDefinedFileLimits,ImProperFirewalls,2011-01-01,2012-03-16,2009-09-02,155.969970157226,Hardwarecompatiability,GoodRouter,ManyDevices,AnomMostLikely
359,1.57103499726924,InCompatiable,UnAuthorizedAccess,OverSubscription,GoodDesign,ProneToHackers,CommonProtocol,IneffectiveProtocol,UnDefinedFileLimits,ImProperFirewalls,1998-12-27,1999-10-17,1998-04-03,74.7990962500342,HardwareIncompatiability,GoodRouter,ManyDevices,AnomMostLikely
